OriginStopId;DestinationStopId;Distance
40242;40038;598
40739;40079;379
21272;21267;3241
10372;10370;505
20024;20183;682
11766;11764;1335
13631;13941;1222
20834;20816;196
50335;50337;311
11730;11732;235
50227;50241;214
10526;10524;197
40301;13182;457
11256;10726;135
10734;10732;291
40071;40121;609
30970;30962;310
11157;11053;451
50052;50050;878
30650;30648;415
40265;40355;377
13585;13499;639
1000231;1000232;3426
22049;22192;962
22351;22353;274
21552;21550;283
40626;40624;206
21880;21874;4445
21844;21842;456
10945;10955;383
20673;20662;219
20527;20529;120
20606;20604;138
20090;20088;262
10373;30125;235
12350;12348;182
21928;22404;283
12488;12437;226
11463;11465;191
21799;21805;272
12495;12497;224
40085;40865;283
10888;10886;209
30264;30260;583
31820;31818;494
21956;21954;297
11771;11773;793
20515;20523;209
30136;30134;391
41002;41000;1105
30795;30797;448
32028;32026;221
10767;10769;1304
13056;10975;675
50364;50372;170
31830;30502;180
13506;13504;332
11654;11652;182
21106;21104;322
50956;50954;479
11182;11232;936
22130;21912;112
40565;40562;731
50053;50057;850
21093;21097;173
30832;30830;292
30601;30603;317
50961;50963;169
13971;13973;416
20263;20265;148
50260;50258;290
21961;21963;226
11619;11621;170
10425;31533;4353
30489;30491;288
12059;12063;551
30837;30839;411
10135;50900;480
31541;40925;526
13182;10606;169
40937;40936;362
30808;30864;769
50645;50665;354
31317;31246;236
20662;20729;374
31185;31187;456
11152;11150;239
30722;30732;269
10362;10358;853
30678;30676;313
10119;10231;894
21976;21878;2049
21725;21727;350
31533;31535;416
21412;21410;790
20211;20065;994
12509;12511;400
11725;11723;266
20986;20968;328
40890;40888;342
30015;31285;1725
31479;31487;465
12383;12399;184
12213;14338;354
11172;11180;368
14082;14084;536
20688;20686;247
50720;50718;5664
40317;40323;274
13849;13866;261
11235;11173;348
12768;12766;140
11963;11973;120
20853;20856;255
21029;21031;161
12189;12191;247
13386;13388;259
41007;41009;2123
20368;20366;204
22292;21924;1040
20931;20930;378
10373;30019;270
22346;22344;1849
10146;10023;508
12740;12738;207
12833;12830;336
10531;10533;237
10386;10384;270
40895;40897;372
30335;30337;331
13370;10655;541
10892;10888;530
13598;13924;384
31213;31215;266
50038;50036;209
50725;50727;280
12796;12797;313
22276;22128;633
12156;12154;174
20987;20989;268
13618;13616;368
10134;10292;459
22337;22339;2294
12266;10612;272
30447;30449;229
41224;41222;984
11374;11372;452
40066;40742;544
20146;20144;428
12960;13006;418
50029;50031;393
12922;12920;219
14013;14015;561
12551;12553;90
100047;100045;7185
41030;41028;130
50321;50320;120
10241;12061;807
10202;10148;3656
50006;50885;577
11824;11834;509
30963;30971;262
13845;13847;5022
21580;21578;687
50391;50393;550
22409;21945;451
11799;11801;306
20792;22022;330
50580;50578;247
51337;51339;7555
30374;31423;137
31402;31400;257
31672;31674;288
10274;10272;469
31013;31850;272
22275;22273;262
10240;10002;633
13999;14001;2209
22297;21933;108
30483;30461;422
31009;31012;278
21371;21326;270
14230;14228;121
12139;12142;279
21147;21159;1634
50386;50384;587
20499;20501;713
30139;30298;670
40297;40299;454
40799;40801;168
50024;50022;379
30321;30323;462
30541;30525;386
51352;51354;407
13478;13476;348
30126;30019;331
40645;40647;235
13934;13622;1062
50599;50601;373
21562;21545;400
10636;10634;482
12546;12544;155
50970;50968;463
21789;21807;173
20870;20868;258
22526;22524;243
10197;10199;631
13039;13041;323
12378;12376;261
50947;50949;796
22143;20087;1288
30057;30643;276
50689;50698;618
20665;20658;373
12694;12668;337
40514;40512;296
40668;40666;329
21594;21592;301
11129;11131;1241
13637;13639;1202
12596;10632;489
10192;10190;191
10105;10549;807
12315;12317;314
13261;13263;381
11283;11285;300
12170;12168;240
12906;12878;991
31407;31409;253
30683;30685;255
30305;31191;355
30461;30463;179
30532;30520;480
10182;10178;454
50531;50533;186
31488;31478;445
50393;50467;653
13884;11435;6625
11591;11593;146
30306;30302;496
13483;13485;272
50710;50938;3886
21001;21003;351
21223;21225;306
12471;12777;203
21739;21741;144
20485;20487;389
22463;22465;3693
40891;40895;230
21745;21757;428
21947;21949;566
31199;31201;365
40965;40964;261
13116;13114;274
11829;11843;318
40659;40661;335
10776;10774;1302
50850;50852;238
31309;31351;256
31416;31414;285
20871;20875;245
40505;40507;407
11953;11955;305
41021;41023;369
20211;20254;301
21891;21890;279
13939;13631;450
21585;21587;212
20639;20641;263
12034;12024;175
20494;20492;327
40644;40640;307
12755;12757;333
21399;21401;923
21382;20098;1275
30102;10424;3069
30815;30817;402
13486;13484;239
22372;22371;4323
30850;30848;315
11272;11295;641
12601;12603;318
30553;30567;648
40559;40561;214
11211;11213;408
11942;11940;363
10067;10123;1012
11905;11907;239
10459;11875;250
30734;30728;296
13603;13605;716
20383;22051;814
21742;21740;133
40531;40613;114
50177;50176;382
30280;10424;3353
31696;31656;1020
12094;12092;376
31121;31123;231
10240;10005;631
10883;11679;482
10333;10415;336
30372;31285;416
10235;12057;564
41144;41143;269
10562;50894;6321
10669;10671;528
30154;30152;366
31357;31359;486
10968;11232;889
40253;40255;228
20063;20483;906
20044;20042;213
21092;21094;194
31511;31513;443
30308;30306;400
11599;11601;108
50614;50122;1054
51291;51293;401
10325;10331;615
41019;41021;370
11308;11304;247
21588;21586;197
12959;13003;550
31817;31819;763
50088;50086;205
40713;40715;271
30300;30282;359
14217;14219;230
20091;20093;259
10197;50185;1592
11020;11830;524
20485;20571;441
50289;50291;586
50511;50513;225
31051;31053;239
21899;21875;417
10821;10823;372
10409;10415;376
12991;12993;274
31310;31308;428
31427;31429;421
11484;11482;187
31139;31082;231
14164;14161;866
100042;100045;2592
12708;12706;140
10781;10952;378
50985;50987;293
30577;30579;561
40949;40951;194
20196;20194;357
10445;10447;250
41208;41206;328
40081;41201;490
10788;10786;708
50441;50443;340
31821;31801;498
13946;13944;586
50483;50399;451
100041;100044;963
50006;50889;656
40629;40631;176
11400;11398;309
41102;41104;171
21978;21976;921
50478;50476;341
21504;21502;320
20703;20705;219
30035;30037;412
100031;1000313;990
10251;10611;454
31840;31844;337
40178;40196;374
20549;20551;381
31036;30992;284
40661;40658;166
22513;21625;228
31730;30927;319
13103;12441;447
40081;40577;358
10954;10946;296
40337;40339;277
51174;51172;1124
10090;10119;1271
30378;30376;321
10994;11126;290
12977;12979;196
12452;12386;292
21177;21179;208
21023;21025;193
12318;12316;306
14016;14014;4888
13264;13262;279
30224;30222;350
20028;20183;686
11470;11468;74
40967;40987;396
31037;31039;102
14077;14079;545
40827;40824;165
31658;31696;420
11719;11717;1486
11683;11685;380
51277;51279;2060
41070;41068;119
20535;20700;278
22025;22027;335
31319;31399;305
10872;10870;229
12064;10616;746
20077;20079;446
50817;50819;179
11399;11411;389
30745;30747;626
22279;22127;434
12825;12827;206
20184;20022;559
20701;20717;209
31594;31596;3290
30591;30593;435
50893;50009;398
30322;30320;437
21593;21592;318
21602;21600;263
50853;50851;305
10279;10281;768
10102;10185;1668
11024;11022;437
20925;20927;177
11379;11381;233
11270;11264;362
13937;13627;514
40404;40812;248
20633;20635;210
31580;31582;265
12554;12552;57
13686;13539;7127
12058;10228;636
21385;21387;226
12636;12665;478
100031;100032;1546
50616;50634;2597
13556;13554;1067
40832;40830;293
30829;30831;394
21677;21653;83
30346;30332;2400
11956;11954;252
20787;20789;293
21199;21137;938
11209;11308;1652
21894;21892;520
40101;40103;402
20572;20570;323
11010;11008;1051
51060;50860;335
50102;50100;403
50018;50016;263
11386;11384;279
13016;10676;2048
12508;12216;340
40323;40325;330
10807;10806;237
20939;20941;266
12470;12468;420
13932;13930;441
12907;12909;160
30684;30682;234
31408;31406;146
20717;20719;198
10655;10657;413
41172;40009;436
20502;20500;249
40266;40388;442
21964;21962;241
50172;50170;225
20085;20086;1038
21955;21957;564
10282;10262;442
13508;13516;368
50971;50973;281
21672;21670;988
51285;51286;382
12178;12176;315
10802;10800;297
100045;100043;4259
21686;21684;272
31413;31415;307
10148;10146;279
13639;13943;716
21830;21812;544
13042;13040;258
50497;50499;216
31205;31213;358
31065;31067;241
21532;21530;343
51000;50991;713
13507;13509;10516
40657;40659;181
50149;50151;248
12888;12886;269
10996;10994;275
20995;20997;348
31566;31568;374
20990;20988;239
50655;50635;373
41005;41007;467
10425;20135;4200
50534;50532;342
21943;22409;346
10285;12189;448
51346;51348;1011
30239;30243;550
10322;10044;618
31259;31261;332
21338;21336;229
21994;21128;593
11485;11489;289
31425;31770;677
40449;40431;271
10049;10101;647
10765;10767;1172
1000230;1000231;2427
50196;50176;490
12463;12465;405
20147;20149;272
12846;12844;190
20642;20640;347
50338;50336;318
20696;20688;280
21195;21198;456
50383;50370;329
12714;12868;229
20488;20486;297
11155;11157;1042
22470;22469;2052
30856;30898;342
31455;31457;288
12498;12496;253
11461;11463;337
40421;40423;202
30794;30792;463
21031;22088;618
21921;22291;1469
10111;10425;1348
11018;11052;389
21068;22084;187
20836;20834;165
31301;31303;187
30210;30208;291
20154;20003;287
12263;12287;436
14355;14357;237
50999;51001;896
30009;31271;516
31545;10458;710
40738;40038;434
31908;31906;390
50686;50684;360
31649;31651;172
21497;21499;305
30558;30556;273
51347;51349;1328
12150;12148;215
11158;11006;380
22424;22422;295
11180;11170;372
11802;11800;194
20134;10424;4594
11139;11109;755
20184;20025;433
31686;31684;338
20600;20598;276
22271;22086;271
21743;21747;283
40739;40065;608
50680;50688;343
13000;12998;302
12276;12274;285
31831;31833;326
30865;30783;963
22457;22459;958
50115;50113;256
40493;40487;165
31490;31488;197
22371;22255;1091
12087;12089;135
10529;10531;220
10891;10893;921
30490;30225;469
10737;10739;357
11877;30130;396
21806;21800;278
10566;10564;569
30336;30334;1062
10006;10241;868
50107;50109;317
21728;21726;341
30855;30877;542
1000313;1000314;681
10195;10197;499
50261;50263;348
13617;13619;328
10088;10211;439
21132;21125;402
11150;11148;267
13343;10363;509
31424;30372;811
50116;50114;409
40922;40924;201
20266;20264;243
12267;12269;322
21614;21620;2532
13957;11779;984
12122;12120;298
30334;31282;302
31677;31679;1779
21908;21906;203
50598;50592;292
11566;11564;198
13938;13628;381
12607;12819;303
50275;50277;283
30726;30724;150
50193;50187;1351
21560;21558;220
10224;10129;620
20460;20458;572
11914;11912;227
30939;30941;274
21940;21930;502
21123;21114;360
50345;50350;238
31093;31095;198
1000220;1000219;1602
12879;12881;269
30920;30918;356
12512;12510;265
21714;21712;446
30861;30801;451
51216;51214;288
50873;50875;243
12878;10664;457
20967;20969;408
30572;30570;263
21329;21331;284
30108;30102;421
20083;20865;210
41028;41026;297
13843;13860;528
40512;40510;232
22081;22083;341
20886;21126;1195
50886;50298;429
11281;11283;349
20517;20515;151
31371;31370;268
51067;51069;2054
50664;50646;343
12877;12907;889
100042;100048;3796
40917;40915;1759
21218;21220;209
30632;30625;250
50086;50327;410
31532;30110;687
41222;41220;250
21104;20344;2499
30187;30189;187
30875;30861;574
13612;13610;522
13332;10948;450
10774;10772;626
31031;31029;207
12666;12664;189
21992;21993;374
11136;11134;13524
13885;13882;3947
30925;30927;120
20338;22051;402
12713;13087;154
20976;20974;310
51081;51083;383
13974;13972;432
14119;14121;367
10949;13333;432
40196;40166;466
41014;41012;312
20660;20659;221
10190;10188;366
30712;30710;195
50138;50006;290
21198;21196;226
51076;51074;128
20822;20820;252
32034;32032;458
31603;31581;1504
12652;12650;190
12255;12266;561
13125;13123;190
30548;30544;856
31471;31485;245
22067;22069;312
21345;21373;285
40290;40288;362
20605;20607;187
22404;22398;363
41155;40827;358
21705;21707;709
10447;10455;1011
21609;21617;289
30058;30082;627
30133;30135;490
11774;11772;565
31079;31081;360
100048;100041;6130
12290;12288;301
10231;12061;1144
12435;12437;412
10543;10545;210
10974;13057;533
31851;31030;808
10061;10127;451
30940;30384;403
100036;100035;1630
31515;30605;387
31198;31196;340
13102;13104;462
40288;40380;402
10900;10898;3057
30437;30436;123
21936;21934;205
31352;31350;352
50904;10134;953
11900;10358;636
21747;21749;167
50006;50886;565
21159;21149;266
40402;40400;319
40944;40942;245
13951;13953;563
30350;30348;1939
50436;50434;488
10252;10615;859
22383;22387;3897
20211;20627;1045
50247;50249;334
11594;11592;316
31279;31285;489
50661;50651;650
30859;30899;197
31315;31317;254
21051;21053;410
20049;20051;384
20730;20663;389
13255;13257;395
12889;12893;298
21394;21392;1145
31859;31861;609
11947;11949;153
10167;10169;321
50943;50945;418
50742;50740;690
14116;11175;582
30562;30558;484
1000216;1000217;748
10321;10323;536
31664;31692;893
40601;40603;156
30711;30729;376
40739;40755;497
31469;31471;268
20053;30999;697
12341;12427;274
21020;21004;344
50978;50976;1403
20698;20696;372
11570;11566;410
20073;20077;379
12407;12409;200
12269;12303;551
31274;31279;554
30502;30500;164
10044;10101;761
21606;21602;364
30703;30705;405
21035;21028;235
40739;40251;268
30740;30738;488
10960;11122;757
40012;40010;328
40707;40705;368
20439;20441;157
11358;11356;177
50046;50044;392
10240;10008;644
12126;12116;191
20594;20582;376
11641;11643;654
40816;40802;416
40744;40738;321
10803;10807;405
40578;41202;392
21135;21137;587
10804;10808;535
21511;21513;186
31152;30319;257
41125;41126;105
11128;11110;1442
21321;21327;324
11099;11101;313
20628;20626;274
31436;31434;484
12818;12604;327
20544;20496;210
10806;10802;358
50874;50238;311
13643;11077;560
11475;11477;162
30112;30110;368
40295;40297;386
10816;10814;441
12337;12339;319
20683;20701;275
50366;50364;258
13517;13507;347
20352;20196;723
21831;21833;787
20154;20152;363
22053;22055;278
11253;11255;436
13033;13035;320
51165;51167;173
11442;11440;99
50029;50221;178
20657;20658;337
41145;41147;305
50525;50524;348
20344;20338;371
31282;31280;524
20297;22411;1095
10876;10872;330
51062;51060;394
14017;14018;828
31385;31387;311
13567;50447;502
21357;21359;350
10241;12113;1230
10204;10202;497
11117;10985;356
31575;31573;1365
40124;40088;446
10746;10744;396
30523;30531;493
12726;12728;211
13539;13545;884
10524;10522;240
14271;10775;2376
40685;40687;170
31318;31246;386
30976;30974;253
50812;50810;421
21603;21607;437
30540;30520;705
10013;10241;870
20784;20774;490
50023;50025;581
13479;13481;701
22123;22125;299
40470;40468;249
12629;12631;251
50623;50625;778
21495;21571;2039
21398;21523;494
40289;40307;186
50469;50471;260
50756;50754;393
12331;13391;199
10415;10425;804
20425;20427;435
30030;30028;253
21969;21971;399
10362;13341;571
31635;31637;543
41167;41165;281
50369;50382;364
100045;100046;6667
40756;40744;498
12972;12970;153
40092;40121;762
12456;12454;488
13630;13938;490
22370;21418;709
10332;10328;287
20577;20579;330
21004;21002;200
50233;50235;137
30609;30626;304
21656;21688;300
50079;50081;349
40528;40592;406
10652;10642;493
14308;14306;238
21328;21258;461
20731;20733;258
21733;21735;347
20170;20260;391
21950;21948;503
51202;51200;189
10420;10408;661
20253;20214;284
40881;40866;440
11372;11370;222
13070;13068;356
10426;10424;698
10696;10758;324
10662;10660;463
40108;40106;300
11031;11033;527
10370;10368;441
40624;40622;271
30299;30301;359
30150;30130;190
30243;30245;353
40164;40162;219
31338;31336;316
11760;11752;234
20948;20946;229
31589;31587;1663
50258;50042;556
20063;20065;981
13715;13717;310
10886;10884;347
11458;11399;245
14224;14222;193
14002;14000;1080
40487;40457;300
31399;31401;272
50100;50524;289
40523;40549;139
10793;10795;888
30031;30035;288
11543;10866;1162
10877;10879;583
40178;40176;544
11170;11178;301
10373;30403;167
50385;50387;668
10147;10185;598
21128;21993;626
21887;21889;281
50672;50670;442
30229;30231;442
50635;50654;345
30846;30786;792
20355;20357;187
50964;50962;188
12986;12984;263
50295;50287;225
11961;11963;196
30892;30890;311
40755;40757;281
13423;13425;182
31329;31331;300
30383;30385;381
50093;50095;513
1000215;1000216;629
31273;31272;229
10554;10106;493
20201;20203;318
21663;21665;330
30021;30023;225
21927;21969;380
31280;31272;370
50826;50824;204
11085;11087;456
13444;13436;303
21817;21819;249
21525;21527;229
12323;12325;170
10947;10949;538
20799;20798;276
21130;20965;740
13389;13387;322
13855;13857;882
40826;40837;419
10613;10615;694
10022;10143;523
31691;31690;168
11567;11568;396
21649;21651;360
22297;21934;128
10950;13486;813
10247;10251;282
10471;11875;188
22345;22347;1829
50374;50368;265
10844;10842;321
20453;20455;229
12192;12190;219
40603;40611;349
13542;13540;3275
20336;20334;481
20490;20428;288
30200;30253;439
40694;40692;159
11192;11190;302
20158;20154;616
13626;13936;496
40963;40965;342
14161;14163;1057
22340;22338;252
30605;30607;242
20530;20528;211
31955;31957;526
40023;40035;436
40231;40237;380
12545;12547;183
14007;14009;208
40403;40407;489
50032;50030;456
1000229;1000230;1553
21644;21642;279
50539;50541;403
21348;21328;734
11754;11739;1151
10807;10809;241
31103;31090;382
21811;21829;601
10101;10327;676
41200;40744;328
11733;11731;221
20003;20153;758
30759;30761;178
20495;20497;294
51146;51144;1206
11234;11172;176
50074;50072;638
21761;21763;666
12963;12965;364
21607;21609;262
50450;50448;234
21553;21561;245
40958;40956;161
30836;30834;302
11225;11227;596
13117;13119;358
50992;50990;540
50037;50039;287
11613;11615;167
11080;11078;408
40138;12070;810
30720;30734;420
11767;11769;691
30140;30138;303
11275;11293;2376
100032;100033;1048
20911;20913;167
30516;30514;257
31859;31154;207
12288;12257;405
1000219;1000218;1597
40322;40318;282
50957;50959;542
30860;30800;240
31055;31052;380
12234;12232;368
40879;40832;754
10121;10357;555
12921;12923;233
50635;51315;5950
10357;10361;448
31497;31499;161
11038;11036;192
13075;13077;272
20185;20026;744
40587;40589;277
41202;40071;817
12346;12344;314
21065;21067;110
21572;21495;2086
22382;22380;718
14334;14326;215
11433;11435;119
50803;50805;426
12379;12381;257
50658;50656;456
40374;40372;352
10822;11371;331
21822;21868;435
10331;10421;745
31843;31839;328
10573;10358;1082
50060;50058;1159
50562;50560;896
10835;10837;203
21273;21275;264
20829;20831;239
50408;50406;358
11627;11629;202
11183;11185;602
21060;21058;301
12568;12566;241
12316;12308;455
50708;50722;241
11220;11218;619
20023;20183;699
30633;30635;338
11724;11726;2140
13514;13512;239
21866;21858;506
12225;12227;268
11622;11620;143
30914;30739;838
40722;40720;275
12220;12218;310
22373;22375;786
21254;21252;284
10989;10991;966
30038;31552;920
10676;10674;299
50581;50583;285
11414;11412;156
20187;20183;452
12012;12010;191
20238;20239;341
21408;21406;557
10571;10570;289
11066;11064;444
11428;11426;299
40704;40710;298
11858;11856;1543
50065;50067;434
20672;20642;229
10322;10227;630
30049;30051;678
13163;13183;889
20327;20329;222
12206;12204;392
30647;30649;346
30266;30264;192
31366;31364;239
50253;50245;184
50905;50009;366
50371;50702;4460
40737;40057;438
40220;40218;236
50427;50429;641
12722;12720;195
40736;40734;299
10830;10828;312
31964;31962;562
10975;10977;1163
11351;11353;197
50312;50044;405
50798;50796;359
22405;21927;340
40710;40176;413
20006;20148;412
30799;30798;491
11892;31545;754
21635;21637;201
50422;50420;362
11197;11199;2076
13089;13091;153
31525;31527;331
11181;11171;284
31742;31740;1384
32000;31825;742
10030;10127;2062
50413;50415;666
22471;22373;275
30425;30427;192
50268;50266;314
20282;20266;251
11989;11991;198
51393;51293;4416
100022;100021;5205
20966;20086;953
50638;50626;300
22422;20081;2502
21341;21351;656
13784;13786;271
22276;21903;303
41152;41150;252
41297;41299;306
50003;50888;1057
10946;10948;827
40036;40022;612
11636;11634;175
21852;21850;488
40614;40530;156
21987;22153;191
21630;21628;242
50567;50569;454
10106;10104;708
11998;11996;318
50580;50848;201
10579;10577;325
30559;30543;469
50205;50207;659
50051;50053;700
40143;40145;287
30787;30789;608
22085;22271;181
22255;22370;1121
20335;20396;446
30642;30640;234
20410;20306;516
20467;20469;275
51151;51153;1111
40379;40713;362
12211;12213;354
40935;40937;711
31733;31735;2362
40778;40756;192
12778;12470;184
21413;21415;542
11206;11204;108
30325;31274;554
12582;12580;228
20137;20057;1140
20450;20420;359
22237;21916;1073
100046;100047;1000
12808;12798;308
50124;50078;128
12792;12793;203
10629;12575;206
31355;31357;288
13540;13686;3009
40879;40867;191
40251;40253;355
10657;13339;208
12997;13000;372
21744;21742;133
12893;12946;176
21590;21588;252
31838;31842;338
12946;12944;283
21707;21709;416
20705;20707;244
13948;13946;163
20664;20632;270
20303;20251;378
13605;13607;377
50938;50936;325
50207;50209;352
50242;50240;461
40947;40949;550
41037;41063;299
12792;12790;672
10361;10363;919
10677;10687;1181
11612;10872;643
40003;40011;729
12909;12911;248
11907;11909;163
50006;50897;653
10231;10235;525
50637;50613;1646
50513;50515;255
11137;11147;1072
10597;10599;172
12213;12215;557
12957;10673;725
12825;12841;252
30602;30598;595
40264;40260;433
11092;11090;470
21900;21876;291
30131;30179;465
51209;51211;289
50298;50001;387
21992;21128;829
31392;31390;282
32025;30845;670
22013;22015;603
20551;20553;234
13642;13640;770
10469;11893;506
12673;12675;181
13558;13556;775
20008;20153;719
100044;100048;5000
31191;31185;334
13002;12960;364
10656;13375;551
30340;31467;239
30305;30317;377
10667;10669;435
11174;14117;598
50665;50667;618
30423;30425;298
100048;100044;5000
20503;20455;121
10322;10050;744
12118;12126;99
50160;50158;538
31745;31747;113
50702;50700;6490
31592;31594;1112
50819;50821;402
11094;11144;342
10443;10445;310
13712;13710;387
10612;10248;468
20824;20822;161
11209;11211;269
30411;30419;441
12603;12605;156
31203;31205;273
41206;41204;446
10473;11875;198
31049;31051;153
12757;12759;248
40423;41087;459
10705;10695;596
21401;21403;881
22021;20791;292
20001;20153;771
21660;21658;365
31815;31817;562
20789;20791;320
11554;11552;245
100047;100043;5648
40372;40370;330
30004;30272;721
50090;50088;301
50569;50577;391
41073;41072;160
40510;40508;239
31046;30996;234
50597;50599;344
40218;40216;170
10634;10632;360
51293;51295;300
12061;12063;520
50632;50630;884
41138;41136;135
20635;20637;252
30903;30749;1159
20927;20929;212
50630;50636;357
12325;12367;275
20093;20095;815
40140;12070;1126
20283;20290;565
30166;30164;335
12542;10562;67
14231;14233;600
30320;30318;442
21966;21964;303
11624;11622;211
10424;10110;791
14266;12987;487
31801;31823;212
12472;12470;366
12687;12689;243
11086;11120;299
13495;13921;559
20231;20233;381
11685;11687;359
50020;50018;271
10870;10868;344
22152;21988;140
10277;10279;443
10564;10562;566
40162;41176;594
50618;50616;620
51279;51281;4907
31035;31037;200
30283;30285;273
31365;31953;568
22027;22029;167
11721;11719;271
21025;21027;222
31454;31442;252
31841;31837;334
20079;20081;1471
20574;20572;280
31692;31666;227
20058;20056;486
50370;50374;248
12979;12981;270
40762;40760;386
21674;21672;473
21910;21908;248
30827;30829;444
30222;30220;372
40825;41154;513
50410;50408;711
14084;14087;7751
10146;10021;518
41103;41097;237
14079;14081;254
40085;40087;451
11977;11979;226
13439;13441;259
30729;30731;479
11941;11947;303
11316;11314;209
50576;50568;301
12657;12673;264
1000213;1000211;951
40200;40160;203
30540;30509;336
30528;30526;487
12923;12925;345
12180;12178;169
40611;40641;249
13820;11410;6731
30512;30040;272
20504;20502;288
10116;10102;550
50902;13191;494
21980;21978;652
11257;11263;478
40900;40898;595
20941;20943;440
11111;10961;740
13185;10178;394
30152;30150;435
41115;41117;321
40201;40207;287
50480;50478;163
50104;50102;246
50362;50356;368
12260;12266;248
30521;30523;268
40961;40963;288
11268;11262;382
12334;12332;206
21459;21393;762
10240;10011;661
50583;50591;451
12993;12995;358
30743;30745;739
11078;11076;367
40524;40522;246
31406;31404;188
21826;21824;1308
20336;22412;617
21149;21271;708
10812;10804;584
41124;41122;235
20434;20432;172
11101;11092;400
21896;21894;694
13623;13935;1100
30376;30374;2135
31228;31224;438
10375;10363;736
21387;21389;261
13391;13389;337
14018;14016;861
13502;13500;690
11223;11225;530
31350;31308;262
21233;21235;286
30854;30770;334
20154;20014;396
20338;20342;468
30589;30591;275
31578;31580;1506
10362;13344;625
50396;50394;890
21923;22293;1083
10241;10247;707
11713;11698;366
20343;22051;504
30813;30815;197
50237;50234;207
22312;22298;2092
1000232;1000231;3426
11377;11379;357
11893;11895;389
31476;31474;326
31272;30006;359
30757;30759;294
22342;22340;5326
10842;10840;1424
12420;12350;228
20160;20156;604
21061;21062;193
12051;12054;422
13544;13542;5803
50805;50807;352
12166;10017;617
11153;11155;396
50285;50289;198
30409;30411;510
50717;50718;6153
40137;40141;434
40001;40003;431
10503;10543;848
10201;10193;456
13435;13445;313
51153;51155;1142
31468;30623;304
21651;21653;289
30061;30063;610
30138;30136;215
10447;11875;1016
50220;50030;245
41062;41036;200
20482;20066;1468
20455;20457;340
50959;50961;261
21999;22001;502
40387;40265;369
30603;30605;277
10847;10849;253
11190;11188;299
11349;11351;193
50874;50252;472
12965;12967;183
51160;51155;913
10191;10201;424
30834;30832;218
31336;31334;288
10128;10068;725
40232;40230;379
40068;40058;451
31952;31364;410
11195;11197;849
11615;11617;227
11384;11382;236
30752;30750;759
10800;10798;500
40503;40505;253
40087;40931;2237
21415;21417;567
30640;30638;289
12738;12676;165
11001;11003;286
12718;13090;295
40851;40853;222
20197;20189;575
12236;12234;324
31495;31497;174
31022;31024;359
20719;20721;267
30019;30021;309
31341;31343;158
22511;22372;11017
50499;50498;190
11266;11271;395
11098;11034;558
31369;31371;280
50721;50703;604
12430;12428;288
12458;12456;192
11426;11424;449
20686;20684;194
22299;22311;2093
20532;20530;218
22058;22055;435
12199;12201;306
21882;21880;1528
11179;11169;450
20189;20191;332
50039;50041;420
21256;21254;491
20656;20482;337
40580;40578;280
40200;41176;425
40379;40287;396
50415;50417;603
30028;30026;309
31358;31392;414
10109;10111;201
11072;13642;513
20420;20418;359
22347;22349;1597
20885;20887;304
13549;13551;1551
20485;20565;751
50994;50992;269
11726;11728;220
11552;11541;101
50094;50379;398
13119;13121;327
10993;11125;1672
50452;50450;405
40296;40290;232
1000227;1000228;2216
21202;21206;363
21973;21878;2377
30645;30647;334
11735;11733;352
10240;10014;671
11692;11690;230
21144;21202;5144
30740;30913;865
20523;20525;183
12820;12818;182
10353;10325;476
30979;30981;149
31731;31733;311
50081;50083;409
40817;40815;262
30320;31148;358
21116;21114;397
10121;10091;772
12974;12972;211
11412;11410;869
30785;30847;783
31909;30522;225
13786;13788;4952
12937;12939;288
21939;21923;419
22009;22013;166
30862;30860;367
40126;40085;795
50580;51220;266
20677;20679;278
21359;21358;434
10814;10812;468
41068;41066;192
22375;22377;300
50814;50812;207
13883;13885;3934
11991;11993;240
11335;11337;262
50270;50268;302
12222;12220;177
50424;50422;433
10416;10338;510
13481;13483;325
12381;12383;231
10987;10989;631
12227;12229;352
30355;30343;580
10833;10835;222
40068;40742;575
31224;31222;373
50076;50074;298
11629;11631;195
10322;10073;878
12575;12577;336
40358;40356;265
50062;50060;245
10119;10123;435
41087;41089;164
20754;20752;287
40706;40704;447
13615;13931;386
50660;50658;1166
11240;11028;286
30730;30712;386
100044;100045;1666
11204;11202;290
10577;10575;250
51167;51169;374
11050;11048;548
10104;10102;730
30993;30995;161
50067;50069;238
10828;10826;477
11638;11636;166
12584;12582;198
12082;12080;163
21592;22140;6903
1000210;100029;2007
12181;12182;284
21390;21384;1567
40525;40526;623
10982;10980;492
50221;50223;423
50328;50083;539
12767;12794;383
20908;20906;224
21128;20965;880
21854;21852;463
31583;31603;139
10819;10821;498
11835;11825;530
30462;30037;549
40553;40571;269
50800;50798;463
51162;51160;632
10361;10572;841
30848;30846;628
20369;20385;227
22255;21697;1247
50438;50436;500
21275;21277;180
30264;30262;166
21791;21793;2579
21646;21644;340
21130;21128;257
20546;20544;304
14268;14266;392
30047;30049;697
21637;21639;266
41039;41037;847
31364;31362;234
11052;11016;1694
10973;10975;831
40159;40199;322
50945;50947;686
50429;50431;655
22055;22057;410
1000213;1000214;1215
30082;30054;471
20357;20359;365
30159;30161;277
40094;40092;522
10146;10018;518
20203;20205;203
50349;50346;229
13257;13259;338
12598;12596;312
40599;40601;332
21865;21871;1317
22385;22389;870
12404;12368;326
12810;12806;230
11267;13276;612
